taskid,reviewerid,groupid,grade
33,85,8,5
33,85,46,5
33,86,2,3
33,86,35,5
33,87,32,5
33,87,72,4
33,88,12,5
33,88,29,5
33,89,18,5
33,89,40,5
33,90,59,3
33,90,63,5
33,91,24,5
33,91,42,4
33,92,7,5
33,92,31,5
33,93,23,4
33,93,61,4
33,94,16,4
33,94,64,5
33,95,34,4
33,95,58,3
33,96,37,5
33,96,71,3
33,97,16,3
33,97,17,5
33,99,25,5
33,99,64,5
33,102,8,4
33,102,51,5
33,104,19,5
33,104,43,5
33,106,9,0
33,106,23,5
33,107,35,2
33,107,77,5
33,109,12,5
33,109,61,5
33,110,30,5
33,110,67,5
33,111,34,5
33,111,36,5
33,112,17,5
33,112,75,5
33,113,39,0
33,113,69,5
33,114,25,5
33,114,51,4
33,115,1,5
33,115,11,4
33,116,4,5
33,116,55,5
33,117,4,5
33,117,13,5
33,118,10,4
33,118,52,5
33,119,14,5
33,119,31,5
33,120,8,5
33,120,48,5
33,122,13,4
33,122,53,4
33,123,33,4
33,123,79,5
33,126,21,5
33,126,40,5
33,127,17,5
33,127,72,5
33,128,21,5
33,128,67,5
33,129,43,3
33,129,47,5
33,130,5,5
33,130,47,5
33,131,5,5
33,131,55,5
33,132,19,5
33,132,70,5
33,133,23,4
33,133,50,5
33,135,53,5
33,135,75,4
33,136,6,4
33,136,25,4
33,137,22,4
33,137,75,5
33,139,30,5
33,139,79,5
33,140,46,5
33,140,63,3
33,141,9,4
33,141,54,5
33,142,15,5
33,142,67,5
33,143,16,0
33,143,57,5
33,144,9,0
33,144,21,5
33,145,20,5
33,145,25,5
33,146,53,1
33,146,70,4
33,147,10,5
33,147,38,5
33,148,17,5
33,148,23,4
33,149,52,4
33,149,68,5
33,150,18,5
33,150,53,4
33,151,20,5
33,151,69,4
33,152,38,5
33,152,39,3
33,153,19,5
33,153,39,3
33,154,19,5
33,154,61,5
33,155,22,0
33,155,66,5
33,156,36,0
33,156,68,5
33,157,18,5
33,157,33,5
33,158,38,5
33,158,50,5
33,159,2,5
33,159,6,3
33,160,45,4
33,160,53,5
33,161,26,5
33,161,36,1
33,162,14,5
33,162,30,4
33,163,7,5
33,163,27,5
33,164,24,5
33,164,26,5
33,165,39,5
33,165,71,5
33,166,4,5
33,166,59,4
33,168,26,5
33,168,78,5
33,169,63,5
33,169,79,5
33,170,49,5
33,170,59,5
33,171,54,5
33,171,59,3
33,172,10,5
33,172,32,5
33,173,58,1
33,173,78,4
33,174,20,5
33,174,67,3
33,175,44,4
33,175,47,5
33,176,19,5
33,176,36,2
33,177,34,5
33,177,37,5
33,178,36,2
33,178,72,5
33,179,8,5
33,179,23,3
33,180,39,3
33,180,54,5
33,181,6,3
33,181,22,2
33,183,7,3
33,183,47,3
33,184,12,5
33,184,70,3
33,185,50,5
33,185,69,3
33,186,18,5
33,186,52,5
33,187,11,2
33,187,78,5
33,188,15,4
33,188,48,3
33,189,72,5
33,189,79,5
33,190,22,0
33,190,77,5
33,192,17,5
33,192,51,4
33,194,23,0
33,194,78,4
33,195,27,5
33,195,57,5
33,196,11,3
33,196,27,5
33,198,4,5
33,198,37,5
33,199,49,5
33,199,55,5
33,200,9,5
33,200,11,5
33,201,33,5
33,201,71,5
33,203,15,4
33,203,27,5
33,204,52,5
33,204,54,5
33,205,13,4
33,205,44,4
33,207,13,3
33,207,58,2
33,208,39,3
33,208,43,5
33,209,44,3
33,209,54,5
33,210,10,5
33,210,32,5
33,213,6,4
33,213,42,2
33,214,14,5
33,214,41,5
33,215,52,5
33,215,66,5
33,216,26,5
33,216,78,0
33,217,3,5
33,217,77,5
33,218,29,5
33,218,41,5
33,219,44,5
33,219,75,5
33,220,50,5
33,220,57,5
33,221,16,1
33,221,31,5
33,223,61,5
33,223,79,5
33,224,22,5
33,224,63,5
33,225,29,5
33,225,49,5
34,7,41,7
34,7,68,9
34,8,33,6
34,8,40,6
34,9,1,6
34,9,51,0
34,10,18,8
34,10,26,9
34,11,33,7
34,11,58,7
34,12,29,6
34,12,38,5
34,13,35,7
34,13,57,9
34,14,31,1
34,14,42,5
34,15,34,6
34,15,64,5
34,16,9,5
34,16,74,5
34,17,18,9
34,17,65,8
34,18,24,6
34,18,40,7
34,19,11,3
34,19,52,7
34,20,29,6
34,20,30,4
34,21,27,8
34,21,77,7
34,22,20,9
34,22,38,3
34,23,43,7
34,23,44,9
34,24,26,8
34,24,35,7
34,25,39,8
34,25,55,7
34,27,11,3
34,27,21,8
34,28,42,1
34,28,70,2
34,29,2,6
34,29,55,5
34,30,10,4
34,30,29,5
34,31,12,7
34,31,35,8
34,32,12,7
34,32,31,1
34,33,30,5
34,33,79,9
34,34,2,6
34,34,66,4
34,37,31,0
34,37,45,8
34,38,29,7
34,38,37,8
34,40,77,5
34,40,78,5
34,42,46,5
34,42,71,7
34,43,4,9
34,43,32,7
34,44,22,1
34,44,73,5
34,46,69,6
34,46,78,7
34,47,33,3
34,47,37,3
34,48,48,6
34,48,57,9
34,49,52,8
34,49,67,6
34,50,2,2
34,50,22,2
34,51,3,9
34,51,10,4
34,52,28,7
34,52,74,6
34,53,5,5
34,53,70,2
34,54,6,7
34,54,23,5
34,55,42,5
34,55,73,4
34,56,34,2
34,56,40,9
34,57,36,4
34,57,61,7
34,58,3,9
34,58,10,4
34,59,19,0
34,59,45,8
34,61,9,7
34,61,15,6
34,62,50,3
34,62,61,8
34,63,44,6
34,63,53,4
34,64,37,6
34,64,61,9
34,65,19,1
34,65,54,5
34,67,35,9
34,67,79,8
34,68,1,6
34,68,36,2
34,70,25,6
34,70,75,8
34,71,59,3
34,71,63,9
34,72,14,6
34,72,21,5
34,73,41,6
34,73,64,7
34,74,48,6
34,74,54,7
34,75,3,9
34,75,22,1
34,76,21,8
34,76,32,7
34,77,25,7
34,77,69,9
34,78,15,7
34,78,52,3
34,79,72,8
34,79,75,9
34,80,5,3
34,80,35,8
34,81,38,8
34,81,47,7
34,82,4,8
34,82,46,5
34,83,7,7
34,83,79,7
34,84,42,5
34,84,79,9
34,85,23,3
34,85,72,8
34,86,43,7
34,86,48,5
34,87,29,5
34,87,65,9
34,88,44,7
34,88,45,8
34,89,2,7
34,89,14,3
34,90,31,1
34,90,63,5
34,91,42,3
34,91,66,3
34,92,20,8
34,92,43,9
34,93,15,9
34,93,63,8
34,94,9,9
34,94,63,9
34,95,16,4
34,95,55,7
34,96,53,6
34,96,54,7
34,97,4,8
34,97,26,5
34,99,26,7
34,99,63,7
34,102,46,6
34,102,50,6
34,104,18,8
34,104,44,8
34,106,22,0
34,106,50,6
34,107,25,6
34,107,58,4
34,109,30,4
34,109,48,4
34,110,4,9
34,110,72,8
34,111,8,4
34,111,69,9
34,112,41,5
34,112,54,6
34,113,12,6
34,113,32,9
34,114,6,9
34,114,25,5
34,115,14,1
34,115,24,9
34,116,44,8
34,116,71,3
34,117,13,8
34,117,43,8
34,118,66,4
34,118,75,7
34,119,16,8
34,119,46,5
34,120,27,9
34,120,37,7
34,122,51,3
34,122,71,8
34,123,12,7
34,123,78,9
34,126,20,7
34,126,69,9
34,127,6,9
34,127,58,6
34,128,36,6
34,128,59,5
34,129,59,7
34,129,78,8
34,130,2,7
34,130,4,9
34,131,47,2
34,131,53,7
34,132,17,9
34,132,44,6
34,133,13,5
34,133,74,4
34,135,11,6
34,135,61,9
34,136,16,6
34,136,39,5
34,137,16,5
34,137,74,4
34,139,9,6
34,139,22,0
34,140,47,7
34,140,72,8
34,141,25,6
34,141,78,9
34,142,48,4
34,142,50,4
34,143,11,5
34,143,79,9
34,144,5,5
34,144,7,9
34,145,24,7
34,145,37,3
34,146,19,2
34,146,26,7
34,147,61,9
34,147,75,9
34,148,39,7
34,148,52,5
34,149,51,4
34,149,54,7
34,150,10,4
34,150,45,8
34,151,6,7
34,151,34,5
34,152,17,8
34,152,31,0
34,153,68,0
34,153,77,6
34,154,4,6
34,154,21,7
34,155,15,5
34,155,53,5
34,156,30,4
34,156,49,5
34,157,46,6
34,157,71,9
34,158,20,8
34,158,24,7
34,159,67,7
34,159,74,7
34,160,28,6
34,160,57,7
34,161,38,3
34,161,65,7
34,162,70,4
34,162,74,7
34,163,18,8
34,163,19,3
34,164,17,7
34,164,55,4
34,165,41,6
34,165,52,5
34,166,6,6
34,166,32,6
34,168,18,8
34,168,57,7
34,169,8,3
34,169,58,4
34,170,33,6
34,170,49,5
34,171,23,5
34,171,41,6
34,172,23,5
34,172,63,6
34,173,77,3
34,173,78,5
34,174,65,9
34,174,71,0
34,175,12,7
34,175,24,6
34,176,47,6
34,176,54,6
34,177,27,7
34,177,72,9
34,178,35,7
34,178,68,5
34,179,37,5
34,179,64,6
34,180,19,0
34,180,45,8
34,181,8,2
34,181,57,5
34,183,7,8
34,183,41,5
34,184,29,5
34,184,66,7
34,185,49,5
34,185,53,9
34,186,8,5
34,186,50,5
34,187,36,5
34,187,40,8
34,188,33,7
34,188,69,9
34,190,45,9
34,190,59,4
34,192,5,7
34,192,73,5
34,194,34,7
34,194,73,2
34,195,1,7
34,195,39,7
34,196,28,6
34,196,67,1
34,198,20,8
34,198,23,8
34,199,1,7
34,199,69,9
34,200,17,7
34,200,49,6
34,201,14,6
34,201,75,9
34,203,36,9
34,203,38,6
34,204,32,9
34,204,68,9
34,205,2,6
34,205,19,0
34,207,49,5
34,207,70,2
34,208,22,0
34,208,34,6
34,209,3,9
34,209,47,5
34,210,49,7
34,210,50,7
34,213,68,7
34,213,73,5
34,214,13,5
34,214,21,8
34,215,9,5
34,215,28,6
34,216,8,5
34,216,12,6
34,217,14,5
34,217,58,4
34,218,24,7
34,218,27,8
34,219,15,6
34,219,42,7
34,220,13,5
34,220,40,7
34,221,16,6
34,221,61,9
34,223,40,7
34,223,51,3
34,224,9,8
34,224,52,8
34,225,5,4
34,225,59,3
35,7,10,5
35,7,34,0
35,8,27,3
35,8,49,6
35,9,14,6
35,9,61,6
35,10,46,3
35,10,63,6
35,11,1,6
35,11,75,6
35,12,15,6
35,12,39,6
35,13,18,6
35,13,30,4
35,14,5,0
35,14,31,4
35,15,18,6
35,15,21,0
35,16,13,6
35,16,34,5
35,17,12,6
35,17,18,6
35,19,9,3
35,19,36,3
35,20,26,6
35,20,68,3
35,21,2,6
35,21,69,4
35,22,13,4
35,22,39,3
35,23,11,0
35,23,61,6
35,24,25,6
35,24,33,6
35,25,65,6
35,25,66,0
35,27,11,0
35,27,52,0
35,28,44,5
35,28,51,6
35,29,12,6
35,29,26,6
35,30,27,4
35,30,38,5
35,31,21,6
35,31,58,6
35,32,27,6
35,32,32,6
35,33,14,6
35,33,61,6
35,34,57,6
35,34,75,6
35,37,3,6
35,37,55,6
35,38,33,1
35,38,69,1
35,40,15,6
35,40,29,6
35,42,32,6
35,42,64,6
35,43,8,5
35,43,25,4
35,44,68,6
35,44,79,6
35,46,9,2
35,46,29,6
35,47,31,1
35,47,55,4
35,48,3,0
35,48,43,6
35,49,2,6
35,49,44,4
35,50,43,6
35,50,66,6
35,51,40,6
35,51,47,4
35,52,63,6
35,52,73,0
35,53,38,4
35,53,64,4
35,54,3,5
35,54,50,6
35,55,65,6
35,55,78,6
35,56,10,5
35,56,12,6
35,57,64,4
35,57,77,6
35,58,32,5
35,58,49,6
35,59,2,5
35,59,34,1
35,61,27,6
35,61,48,6
35,62,9,0
35,62,11,5
35,63,33,3
35,63,59,2
35,64,30,6
35,64,45,6
35,65,16,5
35,65,51,1
35,67,11,3
35,67,59,6
35,68,28,6
35,68,79,6
35,70,40,6
35,70,42,6
35,71,29,6
35,71,73,2
35,72,4,6
35,72,43,3
35,73,17,4
35,73,22,6
35,74,3,6
35,74,31,2
35,75,35,6
35,75,57,2
35,76,46,4
35,76,61,6
35,77,42,6
35,77,59,6
35,78,24,6
35,78,48,6
35,79,28,6
35,79,31,2
35,80,3,6
35,80,72,6
35,81,6,5
35,81,26,6
35,82,65,6
35,82,71,3
35,83,14,6
35,83,27,6
35,84,14,5
35,84,43,6
35,85,46,0
35,85,47,6
35,86,61,6
35,86,77,6
35,87,15,6
35,87,64,6
35,88,8,3
35,88,72,6
35,89,30,5
35,89,78,6
35,90,8,3
35,90,14,6
35,91,52,3
35,91,67,3
35,92,1,6
35,92,44,5
35,93,10,4
35,93,35,6
35,94,29,6
35,94,68,6
35,95,48,6
35,95,67,4
35,96,22,4
35,96,52,1
35,97,11,2
35,97,48,5
35,99,4,6
35,99,68,5
35,102,13,5
35,102,14,5
35,106,16,6
35,106,53,6
35,107,36,3
35,107,39,5
35,109,23,0
35,109,24,6
35,110,26,6
35,110,75,6
35,111,26,6
35,111,77,1
35,112,5,0
35,112,53,6
35,113,23,1
35,113,24,6
35,114,18,5
35,114,52,4
35,115,5,0
35,115,12,6
35,116,1,5
35,116,42,3
35,117,22,3
35,117,69,2
35,118,17,4
35,118,48,4
35,119,51,3
35,119,72,6
35,120,28,6
35,120,55,5
35,122,47,4
35,122,67,4
35,123,42,6
35,123,63,6
35,126,41,6
35,126,50,6
35,127,55,5
35,127,67,0
35,128,35,6
35,128,69,0
35,129,17,6
35,129,28,5
35,130,2,4
35,130,49,5
35,131,25,6
35,131,64,6
35,132,72,6
35,132,73,0
35,133,32,2
35,133,73,1
35,135,24,6
35,135,65,5
35,136,21,0
35,136,28,5
35,137,41,6
35,137,65,5
35,139,10,4
35,139,17,5
35,140,1,6
35,140,68,6
35,141,13,6
35,141,65,6
35,142,23,6
35,142,50,6
35,143,47,6
35,143,50,6
35,144,54,6
35,144,58,0
35,145,13,5
35,145,42,6
35,146,45,5
35,146,46,1
35,147,45,6
35,147,66,6
35,148,45,6
35,148,69,1
35,149,21,3
35,149,54,6
35,150,37,0
35,150,40,6
35,151,33,4
35,151,37,4
35,152,25,0
35,152,30,1
35,153,23,0
35,153,33,0
35,154,64,6
35,154,71,1
35,155,9,0
35,155,57,5
35,156,9,0
35,156,37,0
35,157,25,6
35,157,77,3
35,158,5,0
35,158,58,4
35,159,7,6
35,159,20,6
35,160,5,0
35,160,69,2
35,161,8,1
35,161,44,2
35,162,6,6
35,162,34,6
35,163,24,6
35,163,71,5
35,164,7,4
35,164,54,6
35,165,4,6
35,165,47,5
35,166,45,6
35,166,58,0
35,168,52,6
35,168,54,6
35,169,8,4
35,169,77,3
35,170,27,6
35,170,53,6
35,171,36,5
35,171,46,5
35,172,6,4
35,172,20,6
35,173,46,0
35,173,55,4
35,174,18,6
35,174,20,6
35,175,13,6
35,175,35,4
35,176,30,6
35,176,37,2
35,177,16,6
35,177,37,0
35,178,21,2
35,178,30,6
35,179,50,6
35,179,64,6
35,180,31,6
35,180,63,6
35,181,51,2
35,181,59,5
35,183,38,6
35,183,41,6
35,184,6,4
35,184,7,6
35,185,9,1
35,185,50,6
35,186,61,6
35,186,79,6
35,187,7,6
35,187,58,6
35,188,40,5
35,188,48,6
35,190,20,6
35,190,67,0
35,192,31,5
35,192,54,6
35,194,6,2
35,194,63,6
35,195,20,6
35,195,49,5
35,196,40,6
35,196,71,1
35,198,44,6
35,198,68,6
35,199,2,5
35,199,24,6
35,200,24,6
35,200,46,6
35,201,17,5
35,201,23,1
35,203,38,6
35,203,75,6
35,204,28,6
35,204,77,5
35,205,52,2
35,205,66,6
35,207,16,6
35,207,55,6
35,208,1,6
35,208,75,6
35,209,3,6
35,209,63,6
35,210,18,6
35,210,78,6
35,213,4,6
35,213,29,6
35,214,43,6
35,214,49,6
35,215,6,0
35,215,42,3
35,216,2,5
35,216,77,1
35,217,11,3
35,217,37,6
35,218,54,6
35,218,59,6
35,219,36,6
35,219,65,4
35,220,7,2
35,220,36,6
35,221,25,3
35,221,41,6
35,223,21,1
35,223,72,5
35,224,53,6
35,224,79,6
35,225,17,6
35,225,32,0
41,7,57,10
41,7,70,9
41,8,45,9
41,8,55,5
41,9,2,7
41,9,49,8
41,10,4,8
41,10,65,5
41,12,23,2
41,12,74,4
41,13,14,10
41,13,21,9
41,14,15,5
41,14,35,6
41,15,13,7
41,15,72,10
41,16,22,10
41,16,40,10
41,17,9,5
41,17,13,8
41,18,7,3
41,18,70,8
41,19,41,4
41,19,67,10
41,20,15,3
41,20,51,7
41,21,10,7
41,21,51,7
41,22,19,5
41,22,53,6
41,23,5,6
41,23,52,6
41,24,1,10
41,24,64,10
41,25,4,6
41,25,21,4
41,26,19,10
41,26,35,3
41,27,59,8
41,27,79,5
41,28,69,9
41,28,76,2
41,29,5,7
41,29,72,9
41,30,26,5
41,30,32,6
41,31,20,10
41,31,27,10
41,32,26,10
41,32,68,5
41,34,20,9
41,34,57,8
41,36,6,4
41,36,8,6
41,37,23,7
41,37,28,3
41,38,28,9
41,38,56,0
41,39,3,8
41,39,16,5
41,40,16,8
41,40,70,10
41,42,20,10
41,42,23,6
41,43,55,6
41,43,64,6
41,44,47,9
41,44,50,9
41,46,43,3
41,46,71,1
41,47,48,4
41,47,66,0
41,50,13,6
41,50,50,9
41,51,28,10
41,51,37,10
41,52,6,8
41,52,40,8
41,53,6,0
41,53,32,1
41,54,13,8
41,54,34,6
41,55,11,10
41,55,46,10
41,56,17,8
41,56,22,10
41,57,53,8
41,57,64,5
41,58,2,10
41,58,60,10
41,59,23,8
41,59,25,7
41,60,40,9
41,60,56,4
41,61,27,10
41,61,52,8
41,62,21,4
41,62,71,4
41,63,28,0
41,63,72,6
41,64,57,9
41,64,61,10
41,65,59,6
41,65,75,7
41,67,12,8
41,67,58,8
41,68,50,8
41,68,64,7
41,70,42,10
41,70,65,7
41,71,1,4
41,71,30,4
41,73,9,6
41,73,15,2
41,74,5,6
41,74,76,2
41,76,11,4
41,76,49,3
41,78,32,8
41,78,47,8
41,80,7,0
41,80,16,8
41,82,25,7
41,82,63,9
41,83,26,10
41,83,50,10
41,84,2,7
41,84,76,1
41,85,11,0
41,85,32,7
41,86,44,10
41,86,71,8
41,87,31,9
41,87,46,6
41,88,66,4
41,88,78,3
41,89,51,9
41,89,79,6
41,90,2,10
41,90,65,8
41,91,39,10
41,91,44,10
41,92,17,6
41,92,29,4
41,93,5,8
41,93,65,3
41,94,4,8
41,94,10,10
41,95,11,6
41,95,56,0
41,96,25,10
41,96,62,4
41,97,55,5
41,97,76,7
41,98,30,8
41,98,47,7
41,99,29,1
41,99,31,4
41,100,3,8
41,100,7,1
41,101,33,0
41,101,62,0
41,102,59,9
41,102,64,7
41,104,67,8
41,104,78,9
41,105,1,2
41,105,77,9
41,106,26,10
41,106,41,10
41,107,47,3
41,107,77,9
41,109,12,1
41,109,38,0
41,110,30,9
41,110,32,9
41,112,36,0
41,112,38,0
41,113,38,8
41,113,71,1
41,114,8,8
41,114,68,8
41,116,37,6
41,116,39,3
41,117,14,9
41,117,63,8
41,118,62,1
41,118,72,10
41,119,40,10
41,119,56,1
41,120,63,6
41,120,66,4
41,121,52,4
41,121,55,6
41,122,13,10
41,122,60,10
41,123,15,6
41,123,79,8
41,125,63,9
41,125,70,8
41,126,38,0
41,126,65,0
41,127,24,10
41,127,47,10
41,128,49,0
41,128,69,10
41,129,24,10
41,129,34,9
41,130,38,9
41,130,51,10
41,131,16,8
41,131,34,4
41,132,58,6
41,132,69,8
41,133,32,9
41,133,44,10
41,136,8,2
41,136,36,0
41,137,28,5
41,137,77,7
41,138,38,3
41,138,79,10
41,139,5,7
41,139,78,6
41,140,52,9
41,140,61,10
41,141,26,7
41,141,33,6
41,142,36,5
41,142,72,10
41,143,25,9
41,143,79,5
41,144,53,10
41,144,61,10
41,145,54,6
41,145,58,4
41,146,11,1
41,146,59,7
41,147,21,6
41,147,69,7
41,148,54,8
41,148,60,9
41,150,22,7
41,150,67,10
41,151,19,3
41,151,49,1
41,152,36,4
41,152,75,10
41,153,22,10
41,153,29,6
41,154,35,4
41,154,67,9
41,155,41,4
41,155,46,3
41,156,14,10
41,156,35,10
41,157,2,10
41,157,31,10
41,158,27,5
41,158,76,6
41,159,33,5
41,159,66,4
41,160,42,10
41,160,78,6
41,162,1,6
41,162,51,10
41,163,8,4
41,163,14,5
41,165,8,7
41,165,17,0
41,166,12,8
41,166,13,6
41,167,56,0
41,167,75,10
41,168,44,10
41,168,69,9
41,169,24,8
41,169,74,6
41,171,23,6
41,171,39,9
41,172,21,4
41,172,42,9
41,173,12,0
41,173,45,4
41,174,33,7
41,174,36,0
41,175,25,6
41,175,29,6
41,176,12,8
41,176,61,10
41,177,19,3
41,177,55,3
41,178,14,5
41,178,46,3
41,179,2,9
41,179,4,5
41,180,33,9
41,180,78,0
41,181,37,10
41,181,43,10
41,183,37,10
41,183,43,1
41,184,6,1
41,184,57,7
41,185,3,6
41,185,53,10
41,186,37,9
41,186,39,10
41,187,42,10
41,187,54,10
41,188,27,9
41,188,61,7
41,189,7,6
41,189,11,7
41,190,44,8
41,190,50,8
41,191,17,7
41,191,63,7
41,193,17,10
41,193,71,8
41,194,31,8
41,194,77,10
41,195,4,5
41,195,57,7
41,196,10,9
41,196,79,2
41,197,20,10
41,197,68,7
41,198,5,7
41,198,22,8
41,199,9,3
41,199,74,2
41,200,21,10
41,200,52,6
41,201,36,7
41,201,44,8
41,202,49,8
41,202,75,10
41,203,34,10
41,203,65,5
41,204,24,8
41,204,77,8
41,205,1,6
41,205,71,8
41,206,22,9
41,206,48,3
41,207,24,9
41,207,53,10
41,208,1,2
41,208,59,7
41,209,49,5
41,209,74,6
41,210,9,10
41,210,72,10
41,212,35,6
41,212,41,8
41,213,30,9
41,213,40,8
41,214,8,0
41,214,19,0
41,215,42,4
41,215,58,0
41,216,10,10
41,216,26,8
41,217,7,6
41,217,75,10
41,218,56,0
41,218,60,10
41,219,33,10
41,219,46,10
41,220,3,7
41,220,48,5
41,221,63,3
41,221,68,3
41,223,20,9
41,223,24,5
41,224,3,10
41,224,43,10
41,225,34,0
41,225,45,8
42,7,27,3
42,7,53,6
42,8,15,6
42,8,55,7
42,9,31,6
42,9,57,7
42,10,18,8
42,10,55,6
42,12,37,7
42,12,39,8
42,13,36,6
42,13,75,8
42,14,13,7
42,14,33,7
42,15,11,4
42,15,19,5
42,16,25,6
42,16,63,8
42,17,14,7
42,17,28,5
42,18,26,7
42,18,77,0
42,19,3,6
42,19,49,8
42,20,13,6
42,20,73,7
42,21,39,8
42,21,48,6
42,22,2,8
42,22,65,8
42,23,20,8
42,23,25,7
42,24,1,6
42,24,11,5
42,25,50,5
42,25,52,8
42,26,30,7
42,26,40,7
42,27,9,0
42,27,47,5
42,28,53,6
42,28,58,6
42,29,8,4
42,29,34,5
42,30,37,6
42,30,78,8
42,31,12,5
42,31,42,7
42,32,21,6
42,32,43,7
42,34,23,5
42,34,51,7
42,36,50,5
42,36,72,8
42,37,27,4
42,37,52,8
42,38,36,7
42,38,63,8
42,39,47,5
42,39,63,6
42,40,22,7
42,40,31,4
42,42,2,7
42,42,12,6
42,43,42,8
42,43,69,7
42,44,29,7
42,44,60,7
42,46,10,0
42,46,72,5
42,47,5,6
42,47,36,5
42,50,31,7
42,50,39,8
42,51,37,8
42,51,63,7
42,52,8,5
42,52,77,0
42,53,6,6
42,53,58,4
42,54,37,7
42,54,75,8
42,55,6,7
42,55,39,8
42,56,1,6
42,56,23,6
42,57,4,6
42,57,78,8
42,58,19,7
42,58,47,6
42,59,30,7
42,59,36,7
42,60,57,8
42,60,65,8
42,61,39,8
42,61,41,8
42,62,7,3
42,62,79,8
42,63,45,8
42,63,47,5
42,64,9,0
42,64,24,6
42,65,3,5
42,65,54,6
42,67,7,6
42,67,77,0
42,68,49,6
42,68,60,7
42,70,24,6
42,70,25,7
42,71,43,6
42,71,45,4
42,73,25,7
42,73,59,5
42,74,48,4
42,74,57,6
42,76,10,5
42,76,58,6
42,78,35,7
42,78,69,8
42,80,27,4
42,80,54,7
42,82,6,6
42,82,41,8
42,83,23,5
42,83,37,7
42,84,48,2
42,84,54,6
42,85,52,8
42,85,59,3
42,86,61,8
42,86,75,8
42,87,68,7
42,87,73,7
42,88,6,8
42,88,44,6
42,89,13,7
42,89,23,6
42,90,53,6
42,90,73,7
42,91,28,6
42,91,42,4
42,92,21,5
42,92,30,7
42,93,12,8
42,93,30,5
42,94,17,8
42,94,60,8
42,95,44,6
42,95,57,7
42,96,59,4
42,96,68,8
42,97,15,6
42,97,17,8
42,98,67,7
42,98,77,0
42,99,13,7
42,99,16,4
42,100,14,7
42,100,74,6
42,101,58,6
42,101,79,7
42,102,30,7
42,102,42,8
42,104,33,8
42,104,76,0
42,105,28,6
42,105,50,5
42,106,6,6
42,106,73,7
42,107,32,6
42,107,34,4
42,108,20,8
42,108,40,6
42,109,4,7
42,109,24,6
42,110,3,7
42,110,58,6
42,112,38,4
42,112,40,7
42,113,10,6
42,113,38,3
42,114,3,6
42,114,27,4
42,116,61,8
42,116,74,7
42,117,4,7
42,117,21,6
42,118,1,6
42,118,70,3
42,119,14,7
42,119,61,8
42,120,28,6
42,120,43,7
42,123,9,0
42,123,78,8
42,125,19,6
42,125,22,7
42,126,24,6
42,126,34,6
42,127,27,6
42,127,67,7
42,128,17,5
42,128,44,6
42,129,15,6
42,129,48,5
42,130,11,5
42,130,19,5
42,131,41,6
42,131,51,7
42,132,23,5
42,132,74,7
42,133,8,6
42,133,76,6
42,136,4,7
42,136,70,2
42,137,24,6
42,137,59,4
42,138,29,8
42,138,41,8
42,139,2,5
42,139,38,4
42,140,19,6
42,140,69,8
42,141,7,3
42,141,61,8
42,142,10,6
42,142,63,7
42,143,42,7
42,143,59,5
42,144,5,8
42,144,12,7
42,145,28,6
42,145,51,7
42,146,10,6
42,146,68,6
42,147,22,7
42,147,39,8
42,148,20,8
42,148,76,4
42,150,55,2
42,150,64,4
42,151,49,8
42,151,75,8
42,152,54,7
42,152,79,8
42,153,64,5
42,153,72,7
42,154,18,8
42,154,74,7
42,155,35,8
42,155,76,4
42,156,65,8
42,157,29,7
42,157,70,5
42,158,45,8
42,158,66,8
42,159,23,6
42,159,42,6
42,160,26,7
42,160,49,5
42,162,17,8
42,162,20,8
42,163,72,7
42,163,77,0
42,165,1,7
42,165,17,7
42,166,32,5
42,166,79,8
42,167,13,8
42,167,71,4
42,168,14,6
42,168,40,7
42,169,36,7
42,169,45,5
42,171,10,6
42,171,26,8
42,172,5,7
42,172,76,0
42,173,52,8
42,173,68,7
42,174,51,5
42,174,74,6
42,175,67,7
42,175,70,4
42,176,58,6
42,176,66,8
42,177,22,7
42,177,41,6
42,178,26,7
42,178,38,5
42,179,45,6
42,179,69,8
42,180,19,6
42,180,48,4
42,181,16,2
42,181,78,7
42,183,12,4
42,183,41,6
42,184,5,8
42,184,37,8
42,185,11,5
42,185,24,5
42,186,48,4
42,186,64,5
42,187,34,6
42,187,53,5
42,188,53,7
42,188,74,7
42,189,1,8
42,189,71,6
42,190,9,0
42,190,51,6
42,191,22,5
42,191,43,5
42,193,49,8
42,193,70,5
42,194,34,6
42,194,75,8
42,195,7,2
42,195,44,6
42,196,16,3
42,196,44,6
42,197,35,8
42,197,60,7
42,198,14,6
42,198,32,5
42,199,2,6
42,199,32,5
42,200,8,7
42,200,16,4
42,201,40,7
42,201,60,6
42,202,33,7
42,202,75,8
42,203,32,5
42,203,51,7
42,204,50,5
42,204,53,6
42,205,11,5
42,205,59,3
42,206,11,4
42,206,32,5
42,207,63,7
42,207,64,5
42,208,67,7
42,208,77,0
42,209,4,6
42,209,66,8
42,210,13,8
42,210,26,8
42,212,2,8
42,212,78,8
42,213,25,7
42,213,43,7
42,214,33,7
42,214,47,6
42,215,49,6
42,215,70,1
42,216,45,5
42,216,55,5
42,217,47,5
42,217,72,7
42,218,55,3
42,218,67,6
42,219,33,7
42,219,64,5
42,220,6,8
42,220,8,7
42,221,31,6
42,221,52,8
42,223,3,6
42,223,79,7
42,224,12,6
42,224,36,7
42,225,9,0
42,225,50,6
43,7,1,6
43,7,38,3
